organism_full,std_status,std_tested_list,std_missing_list,count
Proteus mirabilis,Missing 5,"Carbapenems, Penicillins, β-lactam combination agents","Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides",305
Proteus mirabilis,Missing 5,"Cephalosporins, Fluoroquinolones, β-lactam combination agents","Aminoglycosides, Carbapenems, Folate pathway antagonists, Lipopeptides, Penicillins",281
Proteus mirabilis,Missing 5,"Carbapenems, Fluoroquinolones, Folate pathway antagonists","Aminoglycosides, Cephalosporins, Lipopeptides, Penicillins, β-lactam combination agents",97
Proteus mirabilis,Missing 5,"Carbapenems, Cephalosporins, β-lactam combination agents","Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins",89
Proteus mirabilis,Missing 5,"Aminoglycosides, Penicillins, β-lactam combination agents","Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides",79
Proteus mirabilis,Missing 5,"Carbapenems, Cephalosporins, Fluoroquinolones","Aminoglycosides, Folate pathway antagonists, Lipopeptides, Penicillins, β-lactam combination agents",64
Proteus mirabilis,Missing 5,"Aminoglycosides, Carbapenems, Cephalosporins","Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, β-lactam combination agents",48
Proteus mirabilis,Missing 5,"Carbapenems, Fluoroquinolones, Lipopeptides","Aminoglycosides, Cephalosporins, Folate pathway antagonists, Penicillins, β-lactam combination agents",29
Proteus mirabilis,Missing 5,"Carbapenems, Fluoroquinolones, β-lactam combination agents","Aminoglycosides, Cephalosporins, Folate pathway antagonists, Lipopeptides, Penicillins",29
Proteus mirabilis,Missing 5,"Cephalosporins, Penicillins, β-lactam combination agents","Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, Lipopeptides",28
Proteus mirabilis,Missing 5,"Cephalosporins, Folate pathway antagonists, Penicillins","Aminoglycosides, Carbapenems, Fluoroquinolones, Lipopeptides, β-lactam combination agents",26
Proteus mirabilis,Missing 5,"Aminoglycosides, Folate pathway antagonists, Penicillins","Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, β-lactam combination agents",20
Proteus mirabilis,Missing 5,"Aminoglycosides, Cephalosporins, β-lactam combination agents","Carbapenems, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins",16
Proteus mirabilis,Missing 5,"Aminoglycosides, Cephalosporins, Folate pathway antagonists","Carbapenems, Fluoroquinolones, Lipopeptides, Penicillins, β-lactam combination agents",10
Proteus mirabilis,Missing 5,"Carbapenems, Cephalosporins, Penicillins","Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, β-lactam combination agents",9
Proteus mirabilis,Missing 5,"Aminoglycosides, Cephalosporins, Fluoroquinolones","Carbapenems, Folate pathway antagonists, Lipopeptides, Penicillins, β-lactam combination agents",8
Proteus mirabilis,Missing 5,"Aminoglycosides, Carbapenems, Fluoroquinolones","Cephalosporins, Folate pathway antagonists, Lipopeptides, Penicillins, β-lactam combination agents",7
Proteus mirabilis,Missing 5,"Aminoglycosides, Cephalosporins, Penicillins","Carbapenems, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, β-lactam combination agents",5
Proteus mirabilis,Missing 5,"Carbapenems, Fluoroquinolones, Penicillins","Aminoglycosides, Cephalosporins, Folate pathway antagonists, Lipopeptides, β-lactam combination agents",5
Proteus mirabilis,Missing 5,"Carbapenems, Folate pathway antagonists, β-lactam combination agents","Aminoglycosides, Cephalosporins, Fluoroquinolones, Lipopeptides, Penicillins",3
Proteus mirabilis,Missing 5,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists","Aminoglycosides, Carbapenems, Lipopeptides, Penicillins, β-lactam combination agents",3
Proteus mirabilis,Missing 5,"Aminoglycosides, Carbapenems, Lipopeptides","Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",1
Proteus mirabilis,Missing 5,"Aminoglycosides, Fluoroquinolones, Lipopeptides","Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins, β-lactam combination agents",1
Proteus mirabilis,Missing 5,"Aminoglycosides, Fluoroquinolones, Penicillins","Carbapenems, Cephalosporins, Folate pathway antagonists, Lipopeptides, β-lactam combination agents",1
Proteus mirabilis,Missing 5,"Aminoglycosides, Fluoroquinolones, β-lactam combination agents","Carbapenems, Cephalosporins, Folate pathway antagonists, Lipopeptides, Penicillins",1
Proteus mirabilis,Missing 5,"Aminoglycosides, Folate pathway antagonists, β-lactam combination agents","Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, Penicillins",1
Proteus mirabilis,Missing 5,"Carbapenems, Folate pathway antagonists, Penicillins","Aminoglycosides, Cephalosporins, Fluoroquinolones, Lipopeptides, β-lactam combination agents",1
Proteus mirabilis,Missing 5,"Cephalosporins, Folate pathway antagonists, β-lactam combination agents","Aminoglycosides, Carbapenems, Fluoroquinolones, Lipopeptides, Penicillins",1
Proteus mirabilis,Missing 5,"Fluoroquinolones, Penicillins, β-lactam combination agents","Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Lipopeptides",1
Proteus mirabilis,Missing 5,"Folate pathway antagonists, Penicillins, β-lactam combination agents","Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides",1
Proteus mirabilis,Missing 6,"Carbapenems, Folate pathway antagonists","Aminoglycosides, Cephalosporins, Fluoroquinolones, Lipopeptides, Penicillins, β-lactam combination agents",126
Proteus mirabilis,Missing 6,"Carbapenems, Fluoroquinolones","Aminoglycosides, Cephalosporins, Folate pathway antagonists, Lipopeptides, Penicillins, β-lactam combination agents",123
Proteus mirabilis,Missing 6,"Cephalosporins, Fluoroquinolones","Aminoglycosides, Carbapenems, Folate pathway antagonists, Lipopeptides, Penicillins, β-lactam combination agents",123
Proteus mirabilis,Missing 6,"Cephalosporins, β-lactam combination agents","Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins",115
Proteus mirabilis,Missing 6,"Carbapenems, Cephalosporins","Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, β-lactam combination agents",89
Proteus mirabilis,Missing 6,"Aminoglycosides, Folate pathway antagonists","Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, Penicillins, β-lactam combination agents",67
Proteus mirabilis,Missing 6,"Penicillins, β-lactam combination agents","Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides",62
Proteus mirabilis,Missing 6,"Carbapenems, β-lactam combination agents","Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins",46
Proteus mirabilis,Missing 6,"Folate pathway antagonists, Penicillins","Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, β-lactam combination agents",23
Proteus mirabilis,Missing 6,"Cephalosporins, Folate pathway antagonists","Aminoglycosides, Carbapenems, Fluoroquinolones, Lipopeptides, Penicillins, β-lactam combination agents",22
Proteus mirabilis,Missing 6,"Cephalosporins, Penicillins","Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, β-lactam combination agents",16
Proteus mirabilis,Missing 6,"Fluoroquinolones, Folate pathway antagonists","Aminoglycosides, Carbapenems, Cephalosporins, Lipopeptides, Penicillins, β-lactam combination agents",12
Proteus mirabilis,Missing 6,"Aminoglycosides, Cephalosporins","Carbapenems, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, β-lactam combination agents",7
Proteus mirabilis,Missing 6,"Aminoglycosides, Penicillins","Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, β-lactam combination agents",6
Proteus mirabilis,Missing 6,"Carbapenems, Penicillins","Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, β-lactam combination agents",6
Proteus mirabilis,Missing 6,"Aminoglycosides, β-lactam combination agents","Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins",4
Proteus mirabilis,Missing 6,"Fluoroquinolones, β-lactam combination agents","Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Lipopeptides, Penicillins",3
Proteus mirabilis,Missing 6,"Aminoglycosides, Carbapenems","Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, β-lactam combination agents",2
Proteus mirabilis,Missing 6,"Carbapenems, Lipopeptides","Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",1
Proteus mirabilis,Missing 7,Cephalosporins,"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, β-lactam combination agents",195
Proteus mirabilis,Missing 7,Carbapenems,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, β-lactam combination agents",183
Proteus mirabilis,Missing 7,Aminoglycosides,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, β-lactam combination agents",44
Proteus mirabilis,Missing 7,β-lactam combination agents,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins",29
Proteus mirabilis,Missing 7,Fluoroquinolones,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Lipopeptides, Penicillins, β-lactam combination agents",23
Proteus mirabilis,Missing 7,Folate pathway antagonists,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, Penicillins, β-lactam combination agents",22
Proteus mirabilis,Missing 7,Penicillins,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, β-lactam combination agents",6
Proteus mirabilis,Missing 8,,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, β-lactam combination agents",156
Proteus vulgaris,Complete,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, β-lactam combination agents",,952
Proteus vulgaris,Missing 1,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",Lipopeptides,5551
Proteus vulgaris,Missing 1,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, β-lactam combination agents",Penicillins,75
Proteus vulgaris,Missing 1,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Lipopeptides, Penicillins, β-lactam combination agents",Fluoroquinolones,34
Proteus vulgaris,Missing 1,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, β-lactam combination agents",Carbapenems,31
Proteus vulgaris,Missing 1,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, Penicillins, β-lactam combination agents",Folate pathway antagonists,28
Proteus vulgaris,Missing 1,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, β-lactam combination agents",Aminoglycosides,9
Proteus vulgaris,Missing 1,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins",β-lactam combination agents,2
Proteus vulgaris,Missing 2,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents","Lipopeptides, Penicillins",2229
Proteus vulgaris,Missing 2,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins, β-lactam combination agents","Folate pathway antagonists, Lipopeptides",684
Proteus vulgaris,Missing 2,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents","Carbapenems, Lipopeptides",458
Proteus vulgaris,Missing 2,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins, β-lactam combination agents","Fluoroquinolones, Lipopeptides",328
Proteus vulgaris,Missing 2,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, β-lactam combination agents","Folate pathway antagonists, Penicillins",146
Proteus vulgaris,Missing 2,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins","Lipopeptides, β-lactam combination agents",86
Proteus vulgaris,Missing 2,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents","Aminoglycosides, Lipopeptides",26
Proteus vulgaris,Missing 2,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, β-lactam combination agents","Aminoglycosides, Penicillins",8
Proteus vulgaris,Missing 2,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Lipopeptides, β-lactam combination agents","Fluoroquinolones, Penicillins",3
Proteus vulgaris,Missing 2,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins","Aminoglycosides, β-lactam combination agents",3
Proteus vulgaris,Missing 2,"Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, Penicillins, β-lactam combination agents","Aminoglycosides, Folate pathway antagonists",3
Proteus vulgaris,Missing 2,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides","Penicillins, β-lactam combination agents",2
Proteus vulgaris,Missing 2,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, Penicillins","Folate pathway antagonists, β-lactam combination agents",1
Proteus vulgaris,Missing 2,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Lipopeptides, Penicillins","Fluoroquinolones, β-lactam combination agents",1
Proteus vulgaris,Missing 2,"Aminoglycosides, Carbapenems, Cephalosporins, Lipopeptides, Penicillins, β-lactam combination agents","Fluoroquinolones, Folate pathway antagonists",1
Proteus vulgaris,Missing 2,"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents","Cephalosporins, Lipopeptides",1
Proteus vulgaris,Missing 2,"Carbapenems, Cephalosporins, Folate pathway antagonists, Lipopeptides, Penicillins, β-lactam combination agents","Aminoglycosides, Fluoroquinolones",1
Proteus vulgaris,Missing 2,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, β-lactam combination agents","Aminoglycosides, Carbapenems",1
Proteus vulgaris,Missing 3,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, β-lactam combination agents","Folate pathway antagonists, Lipopeptides, Penicillins",543
Proteus vulgaris,Missing 3,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, β-lactam combination agents","Fluoroquinolones, Lipopeptides, Penicillins",490
Proteus vulgaris,Missing 3,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins","Carbapenems, Lipopeptides, β-lactam combination agents",199
Proteus vulgaris,Missing 3,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents","Carbapenems, Lipopeptides, Penicillins",122
Proteus vulgaris,Missing 3,"Aminoglycosides, Carbapenems, Cephalosporins, Penicillins, β-lactam combination agents","Fluoroquinolones, Folate pathway antagonists, Lipopeptides",106
Proteus vulgaris,Missing 3,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists","Lipopeptides, Penicillins, β-lactam combination agents",75
Proteus vulgaris,Missing 3,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Penicillins, β-lactam combination agents","Carbapenems, Fluoroquinolones, Lipopeptides",70
Proteus vulgaris,Missing 3,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins","Fluoroquinolones, Lipopeptides, β-lactam combination agents",46
