list_tested_classes,count_tested_classes,isolate_count
"Aminoglycosides, Carbapenems, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins",7,1
"Aminoglycosides, Carbapenems, Glycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",7,1
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipopeptides, Penicillins",7,1
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides, Phenicol",7,1
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Phenicol",7,1
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Penicillins, Phenicol",7,1
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Penicillins, β-lactam combination agents",7,1
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Tetracycline, Tetracyclines",7,1
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Lincosamides, Lipoglycopeptides, Macrolides, Phenicol",7,1
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Lipoglycopeptides, Macrolides, Penicillins, Phenicol",7,1
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Penicillins, Phenicol, Tetracycline, Tetracyclines",7,1
"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins",7,1
"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Macrolides, Phenicol",7,1
"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Tetracycline, Tetracyclines",7,1
"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Lipopeptides, Tetracycline, Tetracyclines, β-lactam combination agents",7,1
"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Macrolides, Phenicol, Tetracycline, Tetracyclines",7,1
"Aminoglycosides, Cephalosporins, Glycopeptides, Lincosamides, Phenicol, Tetracycline, Tetracyclines",7,1
"Aminoglycosides, Cephalosporins, Glycopeptides, Lipoglycopeptides, Macrolides, Tetracycline, Tetracyclines",7,1
"Aminoglycosides, Cephalosporins, Lincosamides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",7,1
"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Penicillins, β-lactam combination agents",7,1
"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Tetracycline, Tetracyclines",7,1
"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",7,1
"Aminoglycosides, Fluoroquinolones, Glycopeptides, Lincosamides, Lipoglycopeptides, Penicillins, Phenicol",7,1
"Aminoglycosides, Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Penicillins, β-lactam combination agents",7,1
"Aminoglycosides, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Tetracycline, Tetracyclines",7,1
"Aminoglycosides, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol",7,1
"Aminoglycosides, Glycopeptides, Lincosamides, Macrolides, Phenicol, Tetracycline, Tetracyclines",7,1
"Aminoglycosides, Glycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",7,1
"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Phenicol",7,1
"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Phenicol, β-lactam combination agents",7,1
"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Macrolides, Penicillins, β-lactam combination agents",7,1
"Carbapenems, Cephalosporins, Fluoroquinolones, Lincosamides, Phenicol, Tetracycline, Tetracyclines",7,1
"Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, Penicillins, Phenicol, β-lactam combination agents",7,1
"Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, Tetracycline, Tetracyclines, β-lactam combination agents",7,1
"Carbapenems, Cephalosporins, Fluoroquinolones, Macrolides, Phenicol, Tetracycline, Tetracyclines",7,1
"Carbapenems, Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Penicillins",7,1
"Carbapenems, Cephalosporins, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins, β-lactam combination agents",7,1
"Carbapenems, Cephalosporins, Folate pathway antagonists, Lincosamides, Penicillins, Tetracycline, Tetracyclines",7,1
"Carbapenems, Cephalosporins, Folate pathway antagonists, Lincosamides, Tetracycline, Tetracyclines, β-lactam combination agents",7,1
"Carbapenems, Cephalosporins, Folate pathway antagonists, Macrolides, Penicillins, Tetracycline, Tetracyclines",7,1
"Carbapenems, Cephalosporins, Folate pathway antagonists, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",7,1
"Carbapenems, Cephalosporins, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins",7,1
"Carbapenems, Cephalosporins, Glycopeptides, Lincosamides, Penicillins, Phenicol, β-lactam combination agents",7,1
"Carbapenems, Cephalosporins, Glycopeptides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",7,1
"Carbapenems, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins",7,1
"Carbapenems, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Penicillins, β-lactam combination agents",7,1
"Carbapenems, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Tetracycline, Tetracyclines",7,1
"Carbapenems, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Macrolides, Tetracycline, Tetracyclines",7,1
"Carbapenems, Fluoroquinolones, Folate pathway antagonists, Macrolides, Penicillins, Tetracycline, Tetracyclines",7,1
"Carbapenems, Fluoroquinolones, Glycopeptides, Lincosamides, Penicillins, Tetracycline, Tetracyclines",7,1
"Carbapenems, Fluoroquinolones, Glycopeptides, Lipoglycopeptides, Penicillins, Tetracycline, Tetracyclines",7,1
"Carbapenems, Folate pathway antagonists, Glycopeptides, Macrolides, Phenicol, Tetracycline, Tetracyclines",7,1
"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides",7,1
"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Penicillins",7,1
"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins, β-lactam combination agents",7,1
"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Penicillins, Phenicol, β-lactam combination agents",7,1
"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",7,1
"Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Lipoglycopeptides, Penicillins, β-lactam combination agents",7,1
"Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Penicillins, β-lactam combination agents",7,1
"Cephalosporins, Fluoroquinolones, Lincosamides, Lipoglycopeptides, Penicillins, Tetracycline, Tetracyclines",7,1
"Cephalosporins, Fluoroquinolones, Lincosamides, Macrolides, Tetracycline, Tetracyclines, β-lactam combination agents",7,1
"Cephalosporins, Fluoroquinolones, Lipoglycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",7,1
"Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins",7,1
"Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Phenicol",7,1
"Cephalosporins, Folate pathway antagonists, Glycopeptides, Macrolides, Phenicol, Tetracycline, Tetracyclines",7,1
"Cephalosporins, Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",7,1
"Cephalosporins, Glycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",7,1
"Cephalosporins, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",7,1
"Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Penicillins, Phenicol",7,1
"Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins, β-lactam combination agents",7,1
"Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins, Phenicol, β-lactam combination agents",7,1
"Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",7,1
"Fluoroquinolones, Folate pathway antagonists, Lipoglycopeptides, Macrolides, Phenicol, Tetracycline, Tetracyclines",7,1
"Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Tetracycline, Tetracyclines, β-lactam combination agents",7,1
"Fluoroquinolones, Glycopeptides, Lipoglycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",7,1
"Fluoroquinolones, Glycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",7,1
"Fluoroquinolones, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",7,1
"Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Macrolides, Phenicol, Tetracycline, Tetracyclines",7,1
"Glycopeptides, Lincosamides, Lipoglycopeptides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",7,1
"Glycopeptides, Lincosamides, Penicillins, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",7,1
"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, β-lactam combination agents",8,330963
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Macrolides, Tetracycline, Tetracyclines",8,10781
"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Tetracycline, Tetracyclines, β-lactam combination agents",8,10442
"Aminoglycosides, Fluoroquinolones, Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",8,6645
"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Phenicol, β-lactam combination agents",8,5481
"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",8,4222
"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Macrolides, Penicillins, Tetracycline, Tetracyclines",8,3780
"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol",8,3713
"Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Penicillins, Tetracycline, Tetracyclines",8,3606
"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins",8,3340
"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",8,3291
"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Lincosamides, Macrolides, Penicillins, Tetracycline, Tetracyclines",8,2923
"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol",8,2896
"Cephalosporins, Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,2599
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins",8,2437
"Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Phenicol, Tetracycline, Tetracyclines",8,2120
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Macrolides, Penicillins, Phenicol",8,2063
"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Macrolides, Penicillins, Tetracycline, Tetracyclines",8,1786
"Carbapenems, Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol",8,1489
"Carbapenems, Cephalosporins, Glycopeptides, Lincosamides, Macrolides, Penicillins, Tetracycline, Tetracyclines",8,1485
"Aminoglycosides, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",8,1314
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Penicillins, Tetracycline, Tetracyclines",8,1284
"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",8,1214
"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Tetracycline, Tetracyclines",8,1194
"Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,1146
"Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins, Tetracycline, Tetracyclines",8,985
"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,975
"Aminoglycosides, Fluoroquinolones, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",8,947
"Aminoglycosides, Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Penicillins, Tetracycline, Tetracyclines",8,946
"Carbapenems, Cephalosporins, Folate pathway antagonists, Lipopeptides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",8,848
"Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,770
"Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,643
"Aminoglycosides, Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Macrolides, Phenicol, Tetracycline, Tetracyclines",8,639
"Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Phenicol, Tetracycline, Tetracyclines",8,639
"Cephalosporins, Fluoroquinolones, Glycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,618
"Aminoglycosides, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins, Tetracycline, Tetracyclines",8,583
"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Penicillins, β-lactam combination agents",8,565
"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Lipopeptides, Tetracycline, Tetracyclines, β-lactam combination agents",8,546
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",8,442
"Aminoglycosides, Carbapenems, Cephalosporins, Lincosamides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",8,430
"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Macrolides, Phenicol, Tetracycline, Tetracyclines",8,422
"Cephalosporins, Folate pathway antagonists, Lincosamides, Macrolides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",8,422
"Cephalosporins, Folate pathway antagonists, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,420
"Aminoglycosides, Fluoroquinolones, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,415
"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Tetracycline, Tetracyclines",8,412
"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Lipopeptides, Penicillins, Phenicol, β-lactam combination agents",8,406
"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",8,372
"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Lipopeptides, Macrolides",8,371
"Fluoroquinolones, Folate pathway antagonists, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,363
"Aminoglycosides, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,344
"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Lincosamides, Macrolides, Phenicol, Tetracycline, Tetracyclines",8,329
"Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins, Tetracycline, Tetracyclines",8,325
"Aminoglycosides, Folate pathway antagonists, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,323
"Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,318
"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Penicillins, β-lactam combination agents",8,298
"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Phenicol, β-lactam combination agents",8,297
"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Lincosamides, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,274
"Cephalosporins, Fluoroquinolones, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,256
"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol",8,250
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Macrolides, Penicillins, β-lactam combination agents",8,234
"Fluoroquinolones, Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,227
